host_ID,otu_ID,genus,base_taxon,has_genus,final_id,relative_reads,link,type,final_taxon_otu_ID,host_species,village,grid,season
3269,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.985150376,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,agriculture,3
3271,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.992725879,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,agriculture,3
3272,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.98055438,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,agriculture,3
3273,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.9877840919999998,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,agriculture,3
3275,nc_95,NA,Heligmonellidae,FALSE,Heligmonellidae,0.999045194,1,NC,nc_95_Heligmonellidae,Mus musculus,Sarahandrano,agriculture,3
3276,nc_95,NA,Heligmonellidae,FALSE,Heligmonellidae,0.997663005,1,NC,nc_95_Heligmonellidae,Mus musculus,Sarahandrano,agriculture,3
3277,nc_53,NA,Chromadorea,FALSE,Chromadorea_12,0.9394881,1,NC,nc_53_Chromadorea_12,Suncus murinus,Sarahandrano,agriculture,3
3279,nc_95,NA,Heligmonellidae,FALSE,Heligmonellidae,0.981761006,1,NC,nc_95_Heligmonellidae,Rattus rattus,Sarahandrano,agriculture,3
3281,nc_95,NA,Heligmonellidae,FALSE,Heligmonellidae,0.7460609,1,NC,nc_95_Heligmonellidae,Rattus rattus,Sarahandrano,agriculture,3
3281,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.01072982,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,agriculture,3
3282,nc_95,NA,Heligmonellidae,FALSE,Heligmonellidae,0.9913885,1,NC,nc_95_Heligmonellidae,Rattus rattus,Sarahandrano,agriculture,3
3284,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.9821519700000001,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,agriculture,3
3285,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.9823297140000001,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,agriculture,3
3286,nc_95,NA,Heligmonellidae,FALSE,Heligmonellidae,0.9940579350000001,1,NC,nc_95_Heligmonellidae,Rattus rattus,Sarahandrano,agriculture,3
3288,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.97864732,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,agriculture,3
3289,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.975041598,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,agriculture,3
3291,nc_95,NA,Heligmonellidae,FALSE,Heligmonellidae,0.9970026230000001,1,NC,nc_95_Heligmonellidae,Mus musculus,Sarahandrano,agriculture,3
3292,nc_95,NA,Heligmonellidae,FALSE,Heligmonellidae,0.998793728,1,NC,nc_95_Heligmonellidae,Mus musculus,Sarahandrano,agriculture,3
3293,nc_95,NA,Heligmonellidae,FALSE,Heligmonellidae,0.985217843,1,NC,nc_95_Heligmonellidae,Mus musculus,Sarahandrano,agriculture,3
3293,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.014782158,1,NC,nc_99_Nippostrongylus,Mus musculus,Sarahandrano,agriculture,3
3294,nc_95,NA,Heligmonellidae,FALSE,Heligmonellidae,0.982985619,1,NC,nc_95_Heligmonellidae,Mus musculus,Sarahandrano,agriculture,3
3294,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.01265951,1,NC,nc_99_Nippostrongylus,Mus musculus,Sarahandrano,agriculture,3
3295,nc_95,NA,Heligmonellidae,FALSE,Heligmonellidae,0.963768116,1,NC,nc_95_Heligmonellidae,Rattus rattus,Sarahandrano,agriculture,3
3295,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.036231884,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,agriculture,3
3296,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.97418582,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,agriculture,3
3299,nc_95,NA,Heligmonellidae,FALSE,Heligmonellidae,0.06584037,1,NC,nc_95_Heligmonellidae,Rattus rattus,Sarahandrano,agriculture,3
3299,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.90076578,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,agriculture,3
3300,nc_95,NA,Heligmonellidae,FALSE,Heligmonellidae,0.046701634,1,NC,nc_95_Heligmonellidae,Rattus rattus,Sarahandrano,agriculture,3
3300,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.9442202940000001,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,agriculture,3
3302,nc_95,NA,Heligmonellidae,FALSE,Heligmonellidae,0.49003431999999997,1,NC,nc_95_Heligmonellidae,Rattus rattus,Sarahandrano,agriculture,3
3302,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.47945022,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,agriculture,3
3303,nc_32,NA,Nematoda,FALSE,Nematoda_8,0.778135048,1,NC,nc_32_Nematoda_8,Suncus murinus,Sarahandrano,agriculture,3
3303,nc_95,NA,Heligmonellidae,FALSE,Heligmonellidae,0.014469453,1,NC,nc_95_Heligmonellidae,Suncus murinus,Sarahandrano,agriculture,3
3303,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.207395498,1,NC,nc_99_Nippostrongylus,Suncus murinus,Sarahandrano,agriculture,3
3304,nc_95,NA,Heligmonellidae,FALSE,Heligmonellidae,0.01262192,1,NC,nc_95_Heligmonellidae,Suncus murinus,Sarahandrano,agriculture,3
3304,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.9816408,1,NC,nc_99_Nippostrongylus,Suncus murinus,Sarahandrano,agriculture,3
3305,nc_89,NA,Nematoda,FALSE,Nematoda_1,0.9618357479999999,1,NC,nc_89_Nematoda_1,Suncus murinus,Sarahandrano,agriculture,3
3305,nc_95,NA,Heligmonellidae,FALSE,Heligmonellidae,0.016425121,1,NC,nc_95_Heligmonellidae,Suncus murinus,Sarahandrano,agriculture,3
3305,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.010144928,1,NC,nc_99_Nippostrongylus,Suncus murinus,Sarahandrano,agriculture,3
3306,nc_95,NA,Heligmonellidae,FALSE,Heligmonellidae,0.990274401,1,NC,nc_95_Heligmonellidae,Mus musculus,Sarahandrano,agriculture,3
3307,nc_95,NA,Heligmonellidae,FALSE,Heligmonellidae,0.986162612,1,NC,nc_95_Heligmonellidae,Mus musculus,Sarahandrano,agriculture,3
3307,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.012842543,1,NC,nc_99_Nippostrongylus,Mus musculus,Sarahandrano,agriculture,3
3308,nc_95,NA,Heligmonellidae,FALSE,Heligmonellidae,0.988983654,1,NC,nc_95_Heligmonellidae,Mus musculus,Sarahandrano,agriculture,3
3309,nc_95,NA,Heligmonellidae,FALSE,Heligmonellidae,0.984099178,1,NC,nc_95_Heligmonellidae,Mus musculus,Sarahandrano,agriculture,3
3310,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.9842771100000001,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,agriculture,3
3312,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.9878778350000001,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,agriculture,3
3315,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.90735637,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,agriculture,3
3317,nc_173,NA,Nematoda,FALSE,Nematoda_19,0.25895767999999997,1,NC,nc_173_Nematoda_19,Rattus rattus,Sarahandrano,secondary_forest,3
3317,nc_183,NA,Nematoda,FALSE,Nematoda_24,0.06026059,1,NC,nc_183_Nematoda_24,Rattus rattus,Sarahandrano,secondary_forest,3
3317,nc_197,NA,Rhabditida,FALSE,Rhabditida_16,0.6465798,1,NC,nc_197_Rhabditida_16,Rattus rattus,Sarahandrano,secondary_forest,3
3317,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.02605863,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,secondary_forest,3
3318,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.9786135,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,secondary_forest,3
3319,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.9764980270000001,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,secondary_forest,3
3320,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.9850407969999999,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,secondary_forest,3
3321,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.9719407000000001,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,secondary_forest,3
3322,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.9806223900000001,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,secondary_forest,3
3323,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.9792051699999998,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,secondary_forest,3
3325,nc_137,NA,Nematoda,FALSE,Nematoda_20,0.089761571,1,NC,nc_137_Nematoda_20,Microgale prolixacaudata,Sarahandrano,secondary_forest,3
3325,nc_199,NA,Nematoda,FALSE,Nematoda_33,0.022440393,1,NC,nc_199_Nematoda_33,Microgale prolixacaudata,Sarahandrano,secondary_forest,3
3325,nc_29,NA,Nematoda,FALSE,Nematoda_10,0.6058906030000001,1,NC,nc_29_Nematoda_10,Microgale prolixacaudata,Sarahandrano,secondary_forest,3
3325,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.27489481,1,NC,nc_99_Nippostrongylus,Microgale prolixacaudata,Sarahandrano,secondary_forest,3
3326,nc_116,Heligmosomoidea,Heligmosomoidea,TRUE,Heligmosomoidea_1,0.9549191959999999,1,NC,nc_116_Heligmosomoidea_1,Microgale brevicaudata,Sarahandrano,secondary_forest,3
3326,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.015310462,1,NC,nc_99_Nippostrongylus,Microgale brevicaudata,Sarahandrano,secondary_forest,3
3327,nc_129,NA,Trichostrongylidae,FALSE,Trichostrongylidae_1,0.60698825,1,NC,nc_129_Trichostrongylidae_1,Microgale brevicaudata,Sarahandrano,secondary_forest,3
3327,nc_131,NA,Trichostrongylidae,FALSE,Trichostrongylidae_2,0.303571429,1,NC,nc_131_Trichostrongylidae_2,Microgale brevicaudata,Sarahandrano,secondary_forest,3
3327,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.01461039,1,NC,nc_99_Nippostrongylus,Microgale brevicaudata,Sarahandrano,secondary_forest,3
3328,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.980347812,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,secondary_forest,3
3329,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.9768645300000002,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,secondary_forest,3
3330,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.9810375299999999,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,secondary_forest,3
3331,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.96653555,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,secondary_forest,3
3333,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.9753340200000001,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,secondary_forest,3
3334,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.969746525,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,secondary_forest,3
3335,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.9716989499999998,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,secondary_forest,3
3337,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.9734016699999999,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,secondary_forest,3
3338,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.98569765,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,secondary_forest,3
3339,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.952545141,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,secondary_forest,3
3340,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.9710293400000001,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,secondary_forest,3
3341,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.9869339099999999,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,secondary_forest,3
3342,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.9827735999999999,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,secondary_forest,3
3344,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.9882562950000002,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,secondary_forest,3
3345,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.9618343,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,secondary_forest,3
3346,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.97694832,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,secondary_forest,3
3347,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.9740801399999999,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,secondary_forest,3
3348,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.98769286,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,secondary_forest,3
3349,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.9828592600000001,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,secondary_forest,3
3350,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.9677183899999999,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,secondary_forest,3
3351,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.96740051,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,secondary_forest,3
3354,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.98445693,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,secondary_forest,3
3355,nc_116,Heligmosomoidea,Heligmosomoidea,TRUE,Heligmosomoidea_1,0.090373281,1,NC,nc_116_Heligmosomoidea_1,Microgale brevicaudata,Sarahandrano,secondary_forest,3
3355,nc_129,NA,Trichostrongylidae,FALSE,Trichostrongylidae_1,0.628192534,1,NC,nc_129_Trichostrongylidae_1,Microgale brevicaudata,Sarahandrano,secondary_forest,3
3355,nc_131,NA,Trichostrongylidae,FALSE,Trichostrongylidae_2,0.220039291,1,NC,nc_131_Trichostrongylidae_2,Microgale brevicaudata,Sarahandrano,secondary_forest,3
3356,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.9778180660000002,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,secondary_forest,3
3357,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.98126665,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,secondary_forest,3
3358,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.93474971,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,secondary_forest,3
3360,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.98976953,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,secondary_forest,3
3362,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.9846010669999999,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,secondary_forest,3
3363,nc_118,Heligmosomoidea,Heligmosomoidea,TRUE,Heligmosomoidea_2,0.9758071050000001,1,NC,nc_118_Heligmosomoidea_2,Nesogale talazaci,Sarahandrano,semi-intact_forest,3
3364,nc_118,Heligmosomoidea,Heligmosomoidea,TRUE,Heligmosomoidea_2,0.9878372400000001,1,NC,nc_118_Heligmosomoidea_2,Nesogale talazaci,Sarahandrano,semi-intact_forest,3
3365,nc_118,Heligmosomoidea,Heligmosomoidea,TRUE,Heligmosomoidea_2,0.858842744,1,NC,nc_118_Heligmosomoidea_2,Nesogale talazaci,Sarahandrano,semi-intact_forest,3
3365,nc_20,NA,Rhabditida,FALSE,Rhabditida_27,0.12914139,1,NC,nc_20_Rhabditida_27,Nesogale talazaci,Sarahandrano,semi-intact_forest,3
3366,nc_118,Heligmosomoidea,Heligmosomoidea,TRUE,Heligmosomoidea_2,0.990320428,1,NC,nc_118_Heligmosomoidea_2,Nesogale talazaci,Sarahandrano,semi-intact_forest,3
3367,nc_118,Heligmosomoidea,Heligmosomoidea,TRUE,Heligmosomoidea_2,0.9901266370000001,1,NC,nc_118_Heligmosomoidea_2,Nesogale talazaci,Sarahandrano,semi-intact_forest,3
3368,nc_94,NA,Strongylida,FALSE,Strongylida_1,0.980120325,1,NC,nc_94_Strongylida_1,Nesomys audeberti,Sarahandrano,semi-intact_forest,3
3370,nc_95,NA,Heligmonellidae,FALSE,Heligmonellidae,0.991657159,1,NC,nc_95_Heligmonellidae,Mus musculus,Sarahandrano,agroforest,3
3371,nc_95,NA,Heligmonellidae,FALSE,Heligmonellidae,0.984813084,1,NC,nc_95_Heligmonellidae,Mus musculus,Sarahandrano,agroforest,3
3371,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.01435247,1,NC,nc_99_Nippostrongylus,Mus musculus,Sarahandrano,agroforest,3
3375,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.9911390600000001,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,agroforest,3
3377,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.98298049,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,agroforest,3
3378,nc_97,Angiostrongylus,Angiostrongylus,TRUE,Angiostrongylus,0.038951311,1,NC,nc_97_Angiostrongylus,Rattus rattus,Sarahandrano,agroforest,3
3378,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.9455680389999999,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,agroforest,3
3380,nc_97,Angiostrongylus,Angiostrongylus,TRUE,Angiostrongylus,0.9768650000000001,1,NC,nc_97_Angiostrongylus,Rattus rattus,Sarahandrano,agroforest,3
3380,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.01038716,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,agroforest,3
3382,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.98622487,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,agroforest,3
3385,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.97871594,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,agroforest,3
3386,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.98349409,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,agroforest,3
3388,nc_95,NA,Heligmonellidae,FALSE,Heligmonellidae,0.988330269,1,NC,nc_95_Heligmonellidae,Mus musculus,Sarahandrano,agroforest,3
3389,nc_95,NA,Heligmonellidae,FALSE,Heligmonellidae,0.981056595,1,NC,nc_95_Heligmonellidae,Mus musculus,Sarahandrano,agroforest,3
3389,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.018943405,1,NC,nc_99_Nippostrongylus,Mus musculus,Sarahandrano,agroforest,3
3390,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.9686556700000002,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,agroforest,3
3391,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.9783025639999999,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,agroforest,3
3392,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.9722160900000001,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,agroforest,3
3393,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.9821653379999999,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,agroforest,3
3394,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.9666261600000001,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,agroforest,3
3395,nc_97,Angiostrongylus,Angiostrongylus,TRUE,Angiostrongylus,0.11725902,1,NC,nc_97_Angiostrongylus,Rattus rattus,Sarahandrano,agroforest,3
3395,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.8682014,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,agroforest,3
3396,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.982045829,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,agroforest,3
3397,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.9760472200000001,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,agroforest,3
3399,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.98344761,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,agroforest,3
3400,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.986860992,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,agroforest,3
3401,nc_95,NA,Heligmonellidae,FALSE,Heligmonellidae,0.9884213500000001,1,NC,nc_95_Heligmonellidae,Mus musculus,Sarahandrano,agroforest,3
3401,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.01157865,1,NC,nc_99_Nippostrongylus,Mus musculus,Sarahandrano,agroforest,3
3402,nc_95,NA,Heligmonellidae,FALSE,Heligmonellidae,0.990769443,1,NC,nc_95_Heligmonellidae,Mus musculus,Sarahandrano,agroforest,3
3403,nc_95,NA,Heligmonellidae,FALSE,Heligmonellidae,0.9847560980000001,1,NC,nc_95_Heligmonellidae,Mus musculus,Sarahandrano,agroforest,3
3403,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.015243902,1,NC,nc_99_Nippostrongylus,Mus musculus,Sarahandrano,agroforest,3
3404,nc_95,NA,Heligmonellidae,FALSE,Heligmonellidae,0.987588313,1,NC,nc_95_Heligmonellidae,Mus musculus,Sarahandrano,agroforest,3
3404,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.012411686,1,NC,nc_99_Nippostrongylus,Mus musculus,Sarahandrano,agroforest,3
3405,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.9804233790000001,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,agroforest,3
3407,nc_97,Angiostrongylus,Angiostrongylus,TRUE,Angiostrongylus,0.217140732,1,NC,nc_97_Angiostrongylus,Rattus rattus,Sarahandrano,agroforest,3
3407,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.7642684510000001,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,agroforest,3
3408,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.9647676149999999,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,agroforest,3
3410,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.98013817,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,agroforest,3
3411,nc_95,NA,Heligmonellidae,FALSE,Heligmonellidae,0.9854658709999999,1,NC,nc_95_Heligmonellidae,Mus musculus,Sarahandrano,agroforest,3
3412,nc_95,NA,Heligmonellidae,FALSE,Heligmonellidae,0.993388224,1,NC,nc_95_Heligmonellidae,Mus musculus,Sarahandrano,agroforest,3
3413,nc_95,NA,Heligmonellidae,FALSE,Heligmonellidae,0.995444191,1,NC,nc_95_Heligmonellidae,Mus musculus,Sarahandrano,agroforest,3
3414,nc_97,Angiostrongylus,Angiostrongylus,TRUE,Angiostrongylus,0.9859980460000001,1,NC,nc_97_Angiostrongylus,Rattus rattus,Sarahandrano,agroforest,3
3415,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.9656527689999999,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,agroforest,3
3417,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.983228841,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,agroforest,3
3418,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.9829928080000001,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,agroforest,3
3419,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.9757606160000001,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,agroforest,3
3421,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.9885177439999998,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,agroforest,3
3422,nc_103,NA,Strongylida,FALSE,Strongylida_2,0.6071240689999999,1,NC,nc_103_Strongylida_2,Microgale brevicaudata,Sarahandrano,agroforest,3
3422,nc_105,NA,Strongylida,FALSE,Strongylida_3,0.2906740809999999,1,NC,nc_105_Strongylida_3,Microgale brevicaudata,Sarahandrano,agroforest,3
3423,nc_95,NA,Heligmonellidae,FALSE,Heligmonellidae,0.9910342910000001,1,NC,nc_95_Heligmonellidae,Mus musculus,Sarahandrano,agroforest,3
3425,nc_97,Angiostrongylus,Angiostrongylus,TRUE,Angiostrongylus,0.996931469,1,NC,nc_97_Angiostrongylus,Rattus rattus,Sarahandrano,agroforest,3
3426,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.9897472790000001,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,agroforest,3
3428,nc_97,Angiostrongylus,Angiostrongylus,TRUE,Angiostrongylus,0.274715202,1,NC,nc_97_Angiostrongylus,Rattus rattus,Sarahandrano,agroforest,3
3428,nc_99,Nippostrongylus,Nippostrongylus,TRUE,Nippostrongylus,0.6764436300000001,1,NC,nc_99_Nippostrongylus,Rattus rattus,Sarahandrano,agroforest,3
